lat,lon,depth,unc,ID,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,id_no,src
-58.285,-24.183,51.700,15.000,100000,EQ,6.600,1991-06-15 01:13:21.460,185.971,4.084,95.154,11.288,231.056,79.119,5.144,140.083,84.948,169.076,-24.200,-58.250,26.000,usp0004sxp,111120
-56.032,-25.266,10.000,15.000,100001,EQ,7.200,1991-12-27 04:05:58.240,260.527,60.413,53.034,26.733,116.432,21.096,235.556,332.751,72.733,-77.691,-25.330,-56.040,33.000,usp000510y,111120
-56.102,-24.614,10.000,15.000,100002,EQ,6.600,1991-12-28 00:52:10.160,156.115,57.622,46.297,12.133,292.807,63.349,236.558,168.623,41.773,-42.324,-24.720,-56.130,33.000,usp0005120,111120
-56.665,-26.405,20.100,15.000,100003,EQ,6.600,1992-11-21 22:39:32.920,70.282,28.242,254.110,61.705,341.621,73.260,91.668,155.847,16.820,84.471,-26.550,-56.660,33.000,usp0005h5p,111120
-59.274,-26.205,61.000,15.000,100004,EQ,6.700,1993-01-10 14:39:00.390,207.047,10.614,108.530,38.318,255.209,55.342,22.003,152.268,72.050,143.290,-26.290,-59.370,84.000,usp0005kjj,111120
-55.627,-29.876,10.000,15.000,100005,EQ,6.800,2000-11-07 00:18:04.910,12.016,27.137,171.944,61.380,122.502,19.399,116.133,275.021,72.651,81.184,-29.166,-55.230,25.500,usp000a345,111120
-55.372,-28.976,10.000,15.000,100006,EQ,6.900,2004-09-06 12:42:59.390,37.640,27.236,255.572,56.872,91.384,23.684,41.958,321.917,74.421,108.065,-28.452,-55.270,23.500,usp000d3qv,111120
-60.797,-25.586,8.000,15.000,100007,EQ,6.600,2008-02-10 12:22:02.650,203.666,62.483,343.931,21.832,46.663,27.117,233.026,266.889,68.645,-72.881,-25.180,-61.000,11.500,usp000fykt,111120
-57.335,-23.433,14.000,15.000,100008,EQ,6.800,2008-02-23 15:57:20.490,6.545,56.686,253.835,14.238,140.622,65.355,237.296,17.620,40.109,-40.336,-23.235,-57.130,30.500,usp000fzsd,111120
-58.227,-22.099,8.000,15.000,100009,EQ,7.000,2008-06-30 06:17:43.020,11.627,14.423,276.642,18.671,54.823,66.266,3.146,323.556,87.120,156.234,-21.720,-58.420,45.500,usp000gazv,111120
-60.203,-26.858,20.000,15.000,100010,EQ,6.700,2009-04-16 14:57:06.200,124.151,21.996,289.519,67.340,224.107,23.456,103.103,29.870,67.190,84.382,-26.860,-60.400,23.500,usp000gw7m,111120
-56.422,-27.063,87.700,15.000,100011,EQ,6.500,2011-03-06 14:32:36.080,61.977,29.152,195.744,51.118,197.889,26.505,152.512,312.856,78.113,66.136,-26.879,-56.320,100.500,usp000hveq,111120
-56.827,-27.339,129.970,15.000,100012,EQ,6.100,2014-02-01 03:58:43.990,302.930,41.503,186.470,26.729,67.813,81.342,232.719,326.627,38.131,-14.112,-27.270,-56.810,130.500,usc000mf4j,111120
-60.731,-25.329,10.000,15.000,100013,EQ,5.500,2014-03-19 20:17:43.540,200.904,73.282,335.357,11.879,255.228,57.882,283.724,50.556,34.637,-110.704,-25.120,-60.960,15.500,usc000nhe7,111120
-57.033,-25.149,10.000,15.000,100014,EQ,5.700,2014-05-19 22:47:12.980,69.834,9.463,320.774,62.960,132.685,41.749,50.466,0.572,59.099,119.601,-25.200,-56.780,25.500,usb000qvt4,111120
-55.470,-28.367,8.000,15.000,100015,EQ,6.900,2014-06-29 07:52:55.170,38.389,28.774,252.354,56.490,92.008,21.573,42.670,321.404,75.569,106.210,-28.390,-55.160,25.500,usc000rngj,111120
-55.416,-27.971,6.000,15.000,100016,EQ,5.600,2014-07-12 17:49:17.150,221.136,4.845,321.604,64.987,109.959,54.475,59.399,335.465,45.531,125.489,-27.830,-55.380,25.500,usb000rsej,111120
-55.341,-27.919,10.000,15.000,100017,EQ,5.600,2014-07-12 18:20:37.660,43.371,28.450,202.006,59.809,157.400,18.550,120.420,305.629,74.078,80.357,-28.220,-54.890,17.500,usb000rsf0,111120
-56.023,-27.779,109.330,15.000,100018,EQ,5.700,2014-09-22 16:01:42.230,10.687,21.692,143.953,59.870,264.669,69.500,68.740,132.679,29.200,134.122,-27.880,-55.920,120.500,usb000seya,111120
