lat,lon,depth,unc,ID,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,id_no,src
-3.176,135.970,23.200,15.000,100000,EQ,6.800,1994-01-19 01:53:34.900,350.554,25.823,195.552,61.901,269.084,71.593,100.884,57.746,21.287,60.430,135.920,-3.210,30.500,usp00066x3,111120
-4.183,135.109,33.000,15.000,100001,EQ,6.900,1995-03-19 23:53:14.920,212.301,6.527,119.810,20.796,164.387,80.173,160.345,257.875,70.645,10.422,134.990,-4.250,11.500,usp0006uef,111120
-0.891,136.952,33.000,15.000,100002,EQ,8.200,1996-02-17 05:59:30.550,25.986,32.224,211.158,57.670,107.239,12.955,79.518,297.989,77.265,92.396,136.430,-0.850,11.500,usp0007d1w,111120
-0.917,136.225,31.900,15.000,100003,EQ,6.500,1996-02-17 20:18:07.020,225.510,29.099,341.535,38.250,8.643,38.588,171.342,105.430,84.613,51.732,136.050,-0.880,33.000,usp0007d78,111120
-2.693,138.901,33.000,15.000,100004,EQ,6.700,1998-07-29 18:00:29.990,22.805,41.800,214.117,47.641,298.174,87.066,95.661,55.488,6.374,27.458,138.900,-2.690,30.500,usp0008sd0,111120
-2.961,141.926,10.000,15.000,100005,EQ,7.000,1998-07-17 08:49:13.280,32.437,36.885,200.233,52.484,297.165,82.157,84.034,154.612,9.843,127.038,142.030,-2.860,11.500,usp0008rpa,111120
-1.757,134.297,10.000,15.000,100006,EQ,7.600,2002-10-10 10:50:20.570,14.537,32.287,111.200,10.405,59.022,75.522,328.534,157.721,59.641,-163.158,134.400,-2.360,23.500,usp000be54,111120
-3.615,135.538,16.600,15.000,100007,EQ,7.000,2004-02-05 21:05:02.840,22.213,38.545,266.578,28.503,146.493,84.078,231.465,49.111,38.917,-9.453,135.640,-3.720,11.500,usp000ckg7,111120
-4.003,135.023,10.000,15.000,100008,EQ,7.300,2004-02-07 02:42:35.210,35.433,4.362,125.492,0.770,170.543,86.372,182.543,80.382,87.462,-3.632,134.820,-4.200,15.500,usp000ckks,111120
-3.665,135.339,25.700,15.000,100009,EQ,6.700,2004-02-08 08:58:51.800,6.207,10.215,272.938,17.560,318.714,84.955,160.119,50.535,70.200,5.363,135.340,-3.860,11.500,usp000ckq7,111120
-3.609,135.404,10.000,15.000,100010,EQ,7.100,2004-11-26 02:25:03.310,337.472,37.470,213.997,35.738,96.080,89.017,237.490,4.538,32.523,-1.829,135.500,-3.510,15.500,usp000d975,111120
-3.212,142.427,11.000,15.000,100011,EQ,6.700,2002-01-10 11:14:56.930,53.080,19.629,294.025,53.708,345.906,70.586,121.113,104.749,36.151,34.296,142.530,-3.210,19.500,usp000aw5z,111120
-0.414,132.885,17.000,15.000,100012,EQ,7.700,2009-01-03 19:43:50.650,32.890,20.913,245.429,65.616,312.716,66.944,103.029,102.139,26.306,62.091,132.880,-0.510,17.500,usp000gs2d,111120
-2.174,136.543,18.000,15.000,100013,EQ,7.000,2010-06-16 03:16:27.550,198.185,5.678,289.433,12.348,64.327,85.339,12.822,333.268,77.221,175.221,136.640,-1.870,35.500,usp000he3f,111120
-1.617,134.276,16.000,15.000,100014,EQ,6.700,2012-04-21 01:16:52.740,219.574,1.029,309.718,7.969,84.919,85.105,6.381,354.372,83.643,175.075,134.480,-1.520,19.500,usp000jjaq,111120
-0.328,135.734,15.000,15.000,100015,EQ,5.800,2015-05-26 16:42:33.040,13.469,25.486,167.044,61.974,274.490,71.342,78.508,126.925,21.806,120.541,136.120,-0.050,15.500,us10002c8s,111120
-2.629,138.528,48.000,15.000,100016,EQ,7.000,2015-07-27 21:41:21.710,222.755,6.793,340.768,75.769,121.677,53.003,74.345,326.647,39.732,109.704,138.480,-2.690,45.500,us200030kn,111120
-0.621,131.262,18.000,15.000,100017,EQ,6.600,2015-09-24 15:53:27.740,210.083,4.615,42.295,85.279,298.995,40.395,88.466,121.009,49.623,91.305,131.350,-0.630,25.500,us20003nqr,111120
-2.166,138.267,8.000,15.000,100018,EQ,5.800,2015-10-23 22:03:22.840,233.460,44.809,23.587,41.119,44.939,15.562,187.133,308.065,88.091,-74.553,138.520,-1.770,17.500,us10003r43,111120
-4.597,137.970,26.610,15.000,100019,EQ,5.200,2016-06-14 22:09:28.070,351.797,17.243,238.342,52.054,43.340,39.895,32.860,286.978,69.634,125.078,138.270,-4.510,35.500,us200064fb,111120
-2.786,138.428,41.820,15.000,100020,EQ,5.500,2016-08-28 07:23:52.400,30.784,46.914,138.476,15.868,77.571,71.151,311.411,187.690,44.785,-152.701,138.620,-2.680,35.500,us20006urc,111120
-3.049,136.866,33.970,15.000,100021,EQ,5.500,2017-03-25 14:57:27.810,13.262,13.892,113.272,35.099,147.461,54.806,163.156,247.360,76.302,36.386,136.864,-2.945,35.500,us20008ulq,111120
-3.521,139.812,54.640,15.000,100022,EQ,5.100,2017-09-27 04:13:00.720,202.160,56.481,98.628,8.809,342.965,61.235,232.754,220.634,45.748,-42.209,139.761,-3.577,60.500,us2000av7z,111120
-4.511,140.192,107.000,15.000,100023,EQ,5.600,2016-04-26 04:19:55.410,3.431,26.516,232.035,52.965,292.691,75.595,114.671,51.131,28.340,31.606,140.080,-4.470,100.500,us10005bki,111120
-2.083,140.572,9.000,15.000,100024,EQ,6.000,2016-09-17 01:20:17.940,149.745,70.040,346.745,19.153,252.255,64.365,263.997,85.916,26.282,-77.706,140.570,-1.810,15.500,us10006qas,111120
-2.035,140.481,10.000,15.000,100025,EQ,5.800,2016-09-18 07:17:36.740,219.303,63.517,9.573,23.395,289.191,69.382,282.525,76.945,23.981,-119.959,140.680,-1.630,25.500,us10006qm4,111120
-1.953,140.597,8.000,15.000,100026,EQ,5.900,2016-09-24 11:04:29.550,169.164,72.460,353.048,17.502,84.838,27.516,272.415,262.116,62.511,-91.257,140.520,-1.740,15.500,us10006say,111120
-3.791,140.256,18.040,15.000,100027,EQ,5.400,2017-08-14 23:49:27.150,19.037,25.653,117.277,16.617,66.642,84.036,329.263,160.178,59.448,-173.070,140.348,-3.615,30.500,us2000a88s,111120
-2.952,139.543,93.000,15.000,100028,EQ,6.000,2009-03-28 17:59:31.750,228.335,9.034,343.758,69.678,122.908,56.491,68.190,338.845,39.275,119.298,139.570,-2.960,96.000,usp000gvh2,111120
-2.329,136.484,10.500,15.000,100029,EQ,6.600,2010-06-16 03:58:08.480,10.756,33.677,265.244,21.868,140.371,82.604,221.374,43.902,49.044,-9.814,136.480,-2.370,20.000,usp000he3n,111120
-3.517,138.476,66.000,15.000,100030,EQ,7.000,2013-04-06 04:42:35.860,189.954,50.260,281.356,1.166,338.356,56.074,219.639,223.542,58.039,-41.136,138.455,-3.331,70.000,usb000g13s,111120
-3.214,142.542,13.000,15.000,100031,EQ,6.600,2013-04-16 22:55:26.680,62.168,30.812,281.970,52.178,106.817,22.964,30.219,348.612,78.676,110.110,142.514,-3.277,11.000,usb000g8my,111120
-1.417,138.203,10.000,15.000,100032,EQ,5.600,2018-04-06 07:46:58.890,19.360,9.292,146.741,74.917,279.122,55.349,75.638,123.367,37.163,109.743,138.184,-1.452,17.500,us2000dveh,111120
-3.181,139.794,82.900,15.000,100033,EQ,5.000,2018-04-23 02:58:42.640,304.656,0.341,35.145,55.115,185.010,54.842,45.613,64.543,54.250,134.803,140.069,-3.031,90.500,us1000dqgv,111120
